filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20180903_145422 00013.jpg,1074862,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":834,""width"":250,""height"":294}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00014.jpg,1078793,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":830,""width"":215,""height"":277}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00015.jpg,1080731,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":825,""width"":206,""height"":281}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00016.jpg,1079691,"{}",1,0,"{""name"":""rect"",""x"":9,""y"":817,""width"":180,""height"":285}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00017.jpg,1081038,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":808,""width"":193,""height"":277}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00018.jpg,1080634,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":795,""width"":180,""height"":290}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00019.jpg,1078997,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":799,""width"":184,""height"":263}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00020.jpg,1073967,"{}",1,0,"{""name"":""rect"",""x"":9,""y"":803,""width"":162,""height"":250}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00021.jpg,1067680,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":808,""width"":167,""height"":255}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00022.jpg,1060426,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":799,""width"":149,""height"":259}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00023.jpg,1053249,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":799,""width"":136,""height"":233}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00024.jpg,1049064,"{}",1,0,"{""name"":""rect"",""x"":13,""y"":808,""width"":92,""height"":241}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00025.jpg,1064283,"{}",1,0,"{""name"":""rect"",""x"":13,""y"":795,""width"":88,""height"":250}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00026.jpg,1073145,"{}",0,0,"{}","{}"
20180903_145422 00027.jpg,1080637,"{}",0,0,"{}","{}"
20180903_145422 00028.jpg,1084223,"{}",0,0,"{}","{}"
20180903_145422 00029.jpg,1087298,"{}",0,0,"{}","{}"
20180903_145422 00030.jpg,1101588,"{}",0,0,"{}","{}"
20180903_145422 00031.jpg,1112629,"{}",0,0,"{}","{}"
20180903_145422 00032.jpg,1024004,"{}",0,0,"{}","{}"
20180903_145422 00033.jpg,1102005,"{}",0,0,"{}","{}"
20180903_145422 00034.jpg,1095464,"{}",0,0,"{}","{}"
20180903_145422 00035.jpg,1080879,"{}",0,0,"{}","{}"
20180903_145422 00036.jpg,1064035,"{}",0,0,"{}","{}"
20180903_145422 00037.jpg,1048565,"{}",0,0,"{}","{}"
20180903_145422 00038.jpg,1032000,"{}",0,0,"{}","{}"
20180903_145422 00039.jpg,1006884,"{}",0,0,"{}","{}"
20180903_145422 00040.jpg,979413,"{}",0,0,"{}","{}"
20180903_145422 00041.jpg,964907,"{}",0,0,"{}","{}"
20180903_145422 00042.jpg,922136,"{}",0,0,"{}","{}"
20180903_145422 00043.jpg,886209,"{}",0,0,"{}","{}"
20180903_145422 00044.jpg,830531,"{}",0,0,"{}","{}"
20180903_145422 00045.jpg,785002,"{}",0,0,"{}","{}"
20180903_145422 00046.jpg,762398,"{}",0,0,"{}","{}"
20180903_145422 00047.jpg,761749,"{}",0,0,"{}","{}"
20180903_145422 00048.jpg,690162,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[9,123,105,0,13,18,22,22],""all_points_y"":[812,878,948,874,817,830,817,821]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00049.jpg,658380,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[9,180,180,4,13,18],""all_points_y"":[808,922,979,869,803,812]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00050.jpg,647703,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[4,228,237,202,9,9,13],""all_points_y"":[803,948,992,1001,865,808,808]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00051.jpg,644019,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[31,303,281,13,35],""all_points_y"":[817,983,1067,869,817]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00052.jpg,649350,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[110,356,329,57,105,101],""all_points_y"":[843,1010,1062,891,839,834]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00053.jpg,662159,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[92,140,400,356,92],""all_points_y"":[896,839,997,1062,891]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00054.jpg,675080,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[176,457,391,158,180],""all_points_y"":[852,1023,1067,913,852]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00055.jpg,693101,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[184,224,487,430,184,184,184],""all_points_y"":[882,856,1032,1084,887,878,891]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00056.jpg,727763,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[255,505,487,215,255,259],""all_points_y"":[860,1036,1084,904,860,860]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00057.jpg,745782,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[246,470,549,259,241,255],""all_points_y"":[913,1102,1058,852,918,852]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00058.jpg,995699,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[439,224,294,553,496,421,241,233],""all_points_y"":[1076,891,869,1032,1106,1062,904,904]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00059.jpg,1119554,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[285,509,553,277,281,299],""all_points_y"":[918,1115,1049,852,896,922]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00060.jpg,1080966,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[558,509,259,303,562,505],""all_points_y"":[1054,1115,926,865,1045,1111]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00061.jpg,1082189,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[281,518,566,272,285],""all_points_y"":[940,1111,1071,843,935]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00062.jpg,1049442,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[290,259,536,571,290],""all_points_y"":[882,935,1115,1067,882]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00063.jpg,1125562,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[285,250,522,584,294],""all_points_y"":[882,918,1124,1049,882]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00064.jpg,1125126,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[272,250,527,562,277],""all_points_y"":[874,931,1098,1049,874]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00065.jpg,1121029,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[531,562,263,263,500,518],""all_points_y"":[1080,1036,860,909,1098,1067]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00066.jpg,1128466,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[246,514,558,281,250,255],""all_points_y"":[904,1106,1032,847,904,887]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00067.jpg,1134344,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[250,527,571,285,250],""all_points_y"":[904,1111,1040,843,896]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00068.jpg,1148231,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[233,522,562,285,237],""all_points_y"":[878,1080,1001,839,869]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00069.jpg,1154364,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[233,514,571,285,228,514],""all_points_y"":[874,1106,1032,821,865,1093]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00070.jpg,1154998,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[263,220,522,558,272],""all_points_y"":[817,865,1080,1014,812]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00071.jpg,1162343,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[544,514,211,259,531],""all_points_y"":[988,1089,856,817,979]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00072.jpg,1166971,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[518,470,180,255,518],""all_points_y"":[1005,1093,839,803,997]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00073.jpg,1163119,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[189,479,522,220,189,189],""all_points_y"":[843,1080,1005,786,834,830]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00074.jpg,1163942,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[176,430,522,215,184],""all_points_y"":[834,1089,992,786,830]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00075.jpg,1159368,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[487,421,154,211,483,483],""all_points_y"":[992,1071,821,768,988,979]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00201.jpg,1273162,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1190,1098,1163,1207,1242,1207,1199],""all_points_y"":[1800,1901,1940,1932,1831,1800,1787]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00202.jpg,1281305,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1212,1137,1124,1225,1251,1225,1212],""all_points_y"":[1905,1923,1818,1804,1822,1897,1897]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00203.jpg,1281656,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1229,1251,1216,1120,1150,1225],""all_points_y"":[1879,1809,1791,1857,1932,1883]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00204.jpg,1289125,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1229,1172,1146,1163,1225,1256,1234],""all_points_y"":[1875,1945,1892,1844,1787,1818,1870]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00205.jpg,1294123,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1207,1264,1212,1141,1159,1203],""all_points_y"":[1905,1822,1778,1853,1914,1914]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00206.jpg,1289231,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1216,1172,1146,1212,1264,1229],""all_points_y"":[1879,1932,1835,1760,1804,1870]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00207.jpg,1294267,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1225,1181,1146,1137,1216,1251,1234],""all_points_y"":[1870,1923,1870,1813,1782,1796,1857]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00208.jpg,1296144,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1203,1155,1120,1212,1256,1203],""all_points_y"":[1875,1936,1861,1765,1813,1883]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00209.jpg,1295351,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1190,1155,1106,1199,1234,1190,1185],""all_points_y"":[1875,1932,1861,1760,1809,1883,1883]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00210.jpg,1288270,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1190,1124,1093,1181,1220,1190],""all_points_y"":[1857,1932,1866,1756,1800,1861]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00211.jpg,1288431,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1177,1128,1071,1168,1216,1185],""all_points_y"":[1848,1923,1870,1765,1809,1844]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00212.jpg,1169738,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1177,1115,1049,1155,1190,1194],""all_points_y"":[1826,1919,1861,1765,1818,1818]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00213.jpg,1259215,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1168,1093,1040,1141,1194,1163,1168],""all_points_y"":[1835,1910,1866,1760,1804,1835,1840]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00214.jpg,1249516,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1128,1172,1111,1027,1071,1177],""all_points_y"":[1826,1800,1739,1848,1914,1800]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00215.jpg,1241931,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1120,1067,1019,1102,1133,1141,1120],""all_points_y"":[1848,1910,1866,1769,1769,1809,1861]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00216.jpg,1221855,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1098,1049,997,1093,1141,1111,1111],""all_points_y"":[1853,1919,1857,1752,1800,1848,1853]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00217.jpg,1217742,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1089,1032,988,1089,1111,1089],""all_points_y"":[1844,1919,1857,1756,1796,1844]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00218.jpg,1210752,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1089,1080,997,970,1010,1084],""all_points_y"":[1778,1875,1914,1861,1787,1774]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00219.jpg,1213834,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1054,975,988,1045,1080,1058],""all_points_y"":[1861,1901,1791,1760,1787,1848]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00220.jpg,1215753,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1067,961,961,1040,1076,1080],""all_points_y"":[1861,1897,1778,1752,1844,1857]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00221.jpg,977200,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1040,961,944,1014,1040,1040],""all_points_y"":[1840,1932,1800,1752,1756,1835]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00222.jpg,963956,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1023,940,918,1014,1045,1032],""all_points_y"":[1844,1901,1791,1739,1796,1840]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00223.jpg,941302,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1023,1032,948,922,1027],""all_points_y"":[1743,1835,1892,1774,1743]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00224.jpg,974646,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1019,922,918,992,1023],""all_points_y"":[1822,1914,1769,1717,1826]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00225.jpg,998661,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1010,944,918,975,1014],""all_points_y"":[1813,1888,1756,1721,1796]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00226.jpg,1007415,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1005,948,891,953,983,1005,1005],""all_points_y"":[1835,1875,1747,1703,1725,1840,1835]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00227.jpg,1013351,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1005,900,896,953,979,1014,1014],""all_points_y"":[1844,1879,1756,1717,1725,1831,1844]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00228.jpg,1024825,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[988,913,896,948,997],""all_points_y"":[1822,1866,1760,1695,1809]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00229.jpg,1034876,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[983,913,891,935,953,988],""all_points_y"":[1809,1848,1756,1712,1703,1796]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00230.jpg,1040969,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[966,896,865,957,975,975],""all_points_y"":[1818,1857,1734,1699,1818,1822]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00231.jpg,1041092,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[979,900,860,935,992,997],""all_points_y"":[1796,1844,1739,1703,1791,1796]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00232.jpg,1037159,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[966,944,904,865,918,961,966],""all_points_y"":[1782,1822,1822,1743,1703,1769,1769]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00233.jpg,1046194,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[948,843,891,931,970,935,931,926],""all_points_y"":[1818,1813,1712,1695,1809,1813,1813,1813]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00234.jpg,1056385,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[926,961,900,852,913],""all_points_y"":[1703,1800,1826,1743,1703]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00235.jpg,1059674,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[957,860,852,922,957],""all_points_y"":[1782,1822,1725,1690,1782]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00236.jpg,1082874,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[931,843,860,926,931],""all_points_y"":[1787,1840,1695,1673,1782]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00237.jpg,1086276,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[935,860,847,909,935],""all_points_y"":[1774,1831,1721,1664,1774]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00238.jpg,1099428,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[931,856,856,913,926],""all_points_y"":[1774,1813,1690,1664,1774]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00239.jpg,1121302,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[935,865,843,913,935],""all_points_y"":[1765,1809,1695,1660,1760]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00240.jpg,1153175,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[918,839,830,913,913],""all_points_y"":[1760,1804,1695,1642,1752]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00241.jpg,1175512,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[918,843,825,900,918],""all_points_y"":[1760,1796,1690,1651,1760]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00242.jpg,979361,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[922,839,830,891,922],""all_points_y"":[1765,1800,1699,1646,1765]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00243.jpg,1090196,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[913,821,834,904,913],""all_points_y"":[1760,1809,1681,1638,1760]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00244.jpg,1088408,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[918,821,847,904,913,918],""all_points_y"":[1756,1809,1660,1633,1747,1747]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00245.jpg,1061785,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[922,856,847,909,922,926],""all_points_y"":[1743,1800,1668,1646,1734,1743]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00246.jpg,1028508,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[935,847,843,913,931],""all_points_y"":[1739,1782,1660,1633,1734]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00247.jpg,1022805,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[843,904,953,913,839],""all_points_y"":[1642,1611,1756,1787,1651]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00248.jpg,1024644,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[860,926,953,904,847,860],""all_points_y"":[1633,1616,1765,1774,1620,1624]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00249.jpg,1021404,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[957,874,834,918,966],""all_points_y"":[1708,1769,1646,1589,1708]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00250.jpg,1003966,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[865,926,961,922,874],""all_points_y"":[1642,1602,1703,1725,1646]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00251.jpg,998165,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[878,935,979,940,869],""all_points_y"":[1624,1594,1703,1734,1638]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00252.jpg,1010705,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[970,887,869,931,975],""all_points_y"":[1703,1752,1620,1594,1690]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00253.jpg,998416,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[891,970,988,935,896],""all_points_y"":[1620,1589,1703,1743,1624]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00254.jpg,988446,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[882,961,997,913,887],""all_points_y"":[1616,1589,1695,1721,1620]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00255.jpg,989004,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[904,961,1005,940,900,900,900],""all_points_y"":[1611,1576,1703,1730,1681,1624,1611]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00256.jpg,1007297,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[900,957,1001,940,887,944],""all_points_y"":[1607,1576,1686,1725,1602,1576]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00257.jpg,1031752,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[891,975,992,913,887],""all_points_y"":[1598,1572,1686,1712,1611]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00258.jpg,1047067,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[891,975,1001,948,896,896],""all_points_y"":[1580,1554,1686,1690,1633,1580]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00259.jpg,1069505,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[887,975,992,913,882],""all_points_y"":[1572,1559,1655,1695,1576]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00260.jpg,1104227,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[887,953,970,909,887,948],""all_points_y"":[1554,1528,1651,1690,1554,1523]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00261.jpg,1134352,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[869,926,966,909,865],""all_points_y"":[1563,1515,1651,1655,1576]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00262.jpg,1164484,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[869,935,935,878,865],""all_points_y"":[1541,1519,1629,1651,1545]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00263.jpg,1193980,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[852,931,918,887,847],""all_points_y"":[1537,1515,1616,1620,1537]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00264.jpg,1222358,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[830,896,918,869,821],""all_points_y"":[1528,1510,1598,1624,1541]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00265.jpg,1224651,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[834,891,878,808,834],""all_points_y"":[1510,1515,1585,1567,1515]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00266.jpg,1229114,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[878,830,760,839,874,882],""all_points_y"":[1537,1633,1589,1480,1523,1528]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00267.jpg,1233843,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[852,786,738,839,856],""all_points_y"":[1554,1624,1563,1493,1545]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00268.jpg,1237541,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[825,773,760,830,839],""all_points_y"":[1559,1611,1519,1480,1545]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
